application_id,brand_name,class_type,alcohol_content,proof,net_contents,bottler_producer,country_of_origin,government_warning,image_filename,expected_outcome
BATCH-COLA-2026-225,HIGHLAND RESERVE,KENTUCKY STRAIGHT BOURBON WHISKEY,45.0%,90,750 ML,"HIGHLAND DISTILLING CO., LOUISVILLE, KY",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",whiskey_pass.png,PASS
BATCH-COLA-2026-226,CHATEAU BELLEVIEW,RED WINE,14.8%,N/A,750 ML,"BELLEVIEW VINEYARDS, NAPA, CA",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",wine_reject.png,REJECT
BATCH-COLA-2026-227,EL TEQUILEÑO REPOSADO,TEQUILA REPOSADO,40.0%,80,750 ML,"AGAVE REAL S.A. DE C.V., JALISCO",PRODUCT OF MEXICO,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",tequila_review.png,NEEDS REVIEW
BATCH-COLA-2026-228,OAK & HOPS CRAFT IPA,BEER,6.5%,N/A,12 FL OZ,"OAK BREWING CO., PORTLAND, OR",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",beer_reject.png,REJECT
BATCH-COLA-2026-229,HIGHLAND RESERVE,KENTUCKY STRAIGHT BOURBON WHISKEY,45.0%,90,750 ML,"HIGHLAND DISTILLING CO., LOUISVILLE, KY",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",whiskey_pass.png,PASS
BATCH-COLA-2026-230,CHATEAU BELLEVIEW,RED WINE,14.8%,N/A,750 ML,"BELLEVIEW VINEYARDS, NAPA, CA",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",wine_reject.png,REJECT
BATCH-COLA-2026-231,EL TEQUILEÑO REPOSADO,TEQUILA REPOSADO,40.0%,80,750 ML,"AGAVE REAL S.A. DE C.V., JALISCO",PRODUCT OF MEXICO,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",tequila_review.png,NEEDS REVIEW
BATCH-COLA-2026-232,OAK & HOPS CRAFT IPA,BEER,6.5%,N/A,12 FL OZ,"OAK BREWING CO., PORTLAND, OR",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",beer_reject.png,REJECT
BATCH-COLA-2026-233,HIGHLAND RESERVE,KENTUCKY STRAIGHT BOURBON WHISKEY,45.0%,90,750 ML,"HIGHLAND DISTILLING CO., LOUISVILLE, KY",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",whiskey_pass.png,PASS
BATCH-COLA-2026-234,CHATEAU BELLEVIEW,RED WINE,14.8%,N/A,750 ML,"BELLEVIEW VINEYARDS, NAPA, CA",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",wine_reject.png,REJECT
BATCH-COLA-2026-235,EL TEQUILEÑO REPOSADO,TEQUILA REPOSADO,40.0%,80,750 ML,"AGAVE REAL S.A. DE C.V., JALISCO",PRODUCT OF MEXICO,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",tequila_review.png,NEEDS REVIEW
BATCH-COLA-2026-236,OAK & HOPS CRAFT IPA,BEER,6.5%,N/A,12 FL OZ,"OAK BREWING CO., PORTLAND, OR",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",beer_reject.png,REJECT
BATCH-COLA-2026-237,HIGHLAND RESERVE,KENTUCKY STRAIGHT BOURBON WHISKEY,45.0%,90,750 ML,"HIGHLAND DISTILLING CO., LOUISVILLE, KY",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",whiskey_pass.png,PASS
BATCH-COLA-2026-238,CHATEAU BELLEVIEW,RED WINE,14.8%,N/A,750 ML,"BELLEVIEW VINEYARDS, NAPA, CA",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",wine_reject.png,REJECT
BATCH-COLA-2026-239,EL TEQUILEÑO REPOSADO,TEQUILA REPOSADO,40.0%,80,750 ML,"AGAVE REAL S.A. DE C.V., JALISCO",PRODUCT OF MEXICO,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",tequila_review.png,NEEDS REVIEW
BATCH-COLA-2026-240,OAK & HOPS CRAFT IPA,BEER,6.5%,N/A,12 FL OZ,"OAK BREWING CO., PORTLAND, OR",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",beer_reject.png,REJECT
BATCH-COLA-2026-241,HIGHLAND RESERVE,KENTUCKY STRAIGHT BOURBON WHISKEY,45.0%,90,750 ML,"HIGHLAND DISTILLING CO., LOUISVILLE, KY",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",whiskey_pass.png,PASS
BATCH-COLA-2026-242,CHATEAU BELLEVIEW,RED WINE,14.8%,N/A,750 ML,"BELLEVIEW VINEYARDS, NAPA, CA",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",wine_reject.png,REJECT
BATCH-COLA-2026-243,EL TEQUILEÑO REPOSADO,TEQUILA REPOSADO,40.0%,80,750 ML,"AGAVE REAL S.A. DE C.V., JALISCO",PRODUCT OF MEXICO,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",tequila_review.png,NEEDS REVIEW
BATCH-COLA-2026-244,OAK & HOPS CRAFT IPA,BEER,6.5%,N/A,12 FL OZ,"OAK BREWING CO., PORTLAND, OR",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",beer_reject.png,REJECT
BATCH-COLA-2026-245,HIGHLAND RESERVE,KENTUCKY STRAIGHT BOURBON WHISKEY,45.0%,90,750 ML,"HIGHLAND DISTILLING CO., LOUISVILLE, KY",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",whiskey_pass.png,PASS
BATCH-COLA-2026-246,CHATEAU BELLEVIEW,RED WINE,14.8%,N/A,750 ML,"BELLEVIEW VINEYARDS, NAPA, CA",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",wine_reject.png,REJECT
BATCH-COLA-2026-247,EL TEQUILEÑO REPOSADO,TEQUILA REPOSADO,40.0%,80,750 ML,"AGAVE REAL S.A. DE C.V., JALISCO",PRODUCT OF MEXICO,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",tequila_review.png,NEEDS REVIEW
BATCH-COLA-2026-248,OAK & HOPS CRAFT IPA,BEER,6.5%,N/A,12 FL OZ,"OAK BREWING CO., PORTLAND, OR",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",beer_reject.png,REJECT
BATCH-COLA-2026-249,HIGHLAND RESERVE,KENTUCKY STRAIGHT BOURBON WHISKEY,45.0%,90,750 ML,"HIGHLAND DISTILLING CO., LOUISVILLE, KY",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",whiskey_pass.png,PASS
BATCH-COLA-2026-250,CHATEAU BELLEVIEW,RED WINE,14.8%,N/A,750 ML,"BELLEVIEW VINEYARDS, NAPA, CA",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",wine_reject.png,REJECT
BATCH-COLA-2026-251,EL TEQUILEÑO REPOSADO,TEQUILA REPOSADO,40.0%,80,750 ML,"AGAVE REAL S.A. DE C.V., JALISCO",PRODUCT OF MEXICO,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",tequila_review.png,NEEDS REVIEW
BATCH-COLA-2026-252,OAK & HOPS CRAFT IPA,BEER,6.5%,N/A,12 FL OZ,"OAK BREWING CO., PORTLAND, OR",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",beer_reject.png,REJECT
BATCH-COLA-2026-253,HIGHLAND RESERVE,KENTUCKY STRAIGHT BOURBON WHISKEY,45.0%,90,750 ML,"HIGHLAND DISTILLING CO., LOUISVILLE, KY",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",whiskey_pass.png,PASS
BATCH-COLA-2026-254,CHATEAU BELLEVIEW,RED WINE,14.8%,N/A,750 ML,"BELLEVIEW VINEYARDS, NAPA, CA",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",wine_reject.png,REJECT
BATCH-COLA-2026-255,EL TEQUILEÑO REPOSADO,TEQUILA REPOSADO,40.0%,80,750 ML,"AGAVE REAL S.A. DE C.V., JALISCO",PRODUCT OF MEXICO,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",tequila_review.png,NEEDS REVIEW
BATCH-COLA-2026-256,OAK & HOPS CRAFT IPA,BEER,6.5%,N/A,12 FL OZ,"OAK BREWING CO., PORTLAND, OR",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",beer_reject.png,REJECT
BATCH-COLA-2026-257,HIGHLAND RESERVE,KENTUCKY STRAIGHT BOURBON WHISKEY,45.0%,90,750 ML,"HIGHLAND DISTILLING CO., LOUISVILLE, KY",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",whiskey_pass.png,PASS
BATCH-COLA-2026-258,CHATEAU BELLEVIEW,RED WINE,14.8%,N/A,750 ML,"BELLEVIEW VINEYARDS, NAPA, CA",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",wine_reject.png,REJECT
BATCH-COLA-2026-259,EL TEQUILEÑO REPOSADO,TEQUILA REPOSADO,40.0%,80,750 ML,"AGAVE REAL S.A. DE C.V., JALISCO",PRODUCT OF MEXICO,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",tequila_review.png,NEEDS REVIEW
BATCH-COLA-2026-260,OAK & HOPS CRAFT IPA,BEER,6.5%,N/A,12 FL OZ,"OAK BREWING CO., PORTLAND, OR",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",beer_reject.png,REJECT
BATCH-COLA-2026-261,HIGHLAND RESERVE,KENTUCKY STRAIGHT BOURBON WHISKEY,45.0%,90,750 ML,"HIGHLAND DISTILLING CO., LOUISVILLE, KY",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",whiskey_pass.png,PASS
BATCH-COLA-2026-262,CHATEAU BELLEVIEW,RED WINE,14.8%,N/A,750 ML,"BELLEVIEW VINEYARDS, NAPA, CA",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",wine_reject.png,REJECT
BATCH-COLA-2026-263,EL TEQUILEÑO REPOSADO,TEQUILA REPOSADO,40.0%,80,750 ML,"AGAVE REAL S.A. DE C.V., JALISCO",PRODUCT OF MEXICO,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",tequila_review.png,NEEDS REVIEW
BATCH-COLA-2026-264,OAK & HOPS CRAFT IPA,BEER,6.5%,N/A,12 FL OZ,"OAK BREWING CO., PORTLAND, OR",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",beer_reject.png,REJECT
BATCH-COLA-2026-265,HIGHLAND RESERVE,KENTUCKY STRAIGHT BOURBON WHISKEY,45.0%,90,750 ML,"HIGHLAND DISTILLING CO., LOUISVILLE, KY",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",whiskey_pass.png,PASS
BATCH-COLA-2026-266,CHATEAU BELLEVIEW,RED WINE,14.8%,N/A,750 ML,"BELLEVIEW VINEYARDS, NAPA, CA",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",wine_reject.png,REJECT
BATCH-COLA-2026-267,EL TEQUILEÑO REPOSADO,TEQUILA REPOSADO,40.0%,80,750 ML,"AGAVE REAL S.A. DE C.V., JALISCO",PRODUCT OF MEXICO,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",tequila_review.png,NEEDS REVIEW
BATCH-COLA-2026-268,OAK & HOPS CRAFT IPA,BEER,6.5%,N/A,12 FL OZ,"OAK BREWING CO., PORTLAND, OR",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",beer_reject.png,REJECT
BATCH-COLA-2026-269,HIGHLAND RESERVE,KENTUCKY STRAIGHT BOURBON WHISKEY,45.0%,90,750 ML,"HIGHLAND DISTILLING CO., LOUISVILLE, KY",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",whiskey_pass.png,PASS
